employee_id,name,department,position,age,salary,years_experience,performance_score,bonus,hire_date,sale_id,product,region,quantity,unit_price,total_amount,sale_date,customer_rating,discount_percent
274,Employee_274,Engineering,VP,44,72304.63,7,1.08,8582.07,2015-10-01,829,Monitor,South,9,1945.71,15194.63,2023-02-04 12:00:00,5,13.23
275,Employee_275,HR,Senior,23,75603.82,34,3.94,1706.01,2015-10-02,1825,Monitor,Central,6,199.86,1040.75,2023-03-18 00:00:00,1,13.21
275,Employee_275,HR,Senior,23,75603.82,34,3.94,1706.01,2015-10-02,1888,Keyboard,South,6,1964.14,11694.1,2023-03-20 15:00:00,3,0.77
276,Employee_276,HR,Senior,62,87172.15,10,1.83,4367.58,2015-10-03,608,Keyboard,South,5,629.38,3037.07,2023-01-26 07:00:00,2,3.49
277,Employee_277,Engineering,Junior,42,65734.62,23,1.53,4640.0,2015-10-04,1569,Phone,East,4,650.49,2054.77,2023-03-07 08:00:00,4,21.03
277,Employee_277,Engineering,Junior,42,65734.62,23,1.53,4640.0,2015-10-04,1606,Headphones,North,4,1692.6,5555.79,2023-03-08 21:00:00,3,17.94
277,Employee_277,Engineering,Junior,42,65734.62,23,1.53,4640.0,2015-10-04,1677,Headphones,Central,3,297.75,809.46,2023-03-11 20:00:00,4,9.38
278,Employee_278,Sales,VP,23,70611.12,20,3.55,7890.96,2015-10-05,818,Keyboard,East,9,400.7,3550.76,2023-02-04 01:00:00,4,1.54
278,Employee_278,Sales,VP,23,70611.12,20,3.55,7890.96,2015-10-05,1531,Mouse,Central,6,916.98,4346.49,2023-03-05 18:00:00,4,21.0
278,Employee_278,Sales,VP,23,70611.12,20,3.55,7890.96,2015-10-05,1829,Monitor,West,6,798.26,3595.04,2023-03-18 04:00:00,4,24.94
279,Employee_279,Engineering,Manager,48,104100.42,1,2.28,6028.93,2015-10-06,37,Tablet,West,9,1088.4,8274.34,2023-01-02 12:00:00,5,15.53
279,Employee_279,Engineering,Manager,48,104100.42,1,2.28,6028.93,2015-10-06,604,Headphones,West,4,1757.98,5456.07,2023-01-26 03:00:00,1,22.41
280,Employee_280,Operations,VP,30,75061.68,39,1.23,6542.2,2015-10-07,476,Monitor,South,1,463.36,404.33,2023-01-20 19:00:00,5,12.74
280,Employee_280,Operations,VP,30,75061.68,39,1.23,6542.2,2015-10-07,1226,Monitor,East,1,465.06,397.02,2023-02-21 01:00:00,2,14.63
280,Employee_280,Operations,VP,30,75061.68,39,1.23,6542.2,2015-10-07,1365,Laptop,Central,6,1566.4,7473.61,2023-02-26 20:00:00,1,20.48
280,Employee_280,Operations,VP,30,75061.68,39,1.23,6542.2,2015-10-07,1847,Laptop,West,2,958.45,1864.95,2023-03-18 22:00:00,2,2.71
281,Employee_281,HR,Manager,22,71415.79,18,1.55,9982.0,2015-10-08,169,Phone,South,3,1680.92,4562.18,2023-01-08 00:00:00,4,9.53
281,Employee_281,HR,Manager,22,71415.79,18,1.55,9982.0,2015-10-08,1358,Laptop,Central,6,1690.55,8193.76,2023-02-26 13:00:00,3,19.22
282,Employee_282,Finance,Director,32,76650.25,38,1.0,749.6,2015-10-09,929,Monitor,East,3,1756.62,4257.52,2023-02-08 16:00:00,2,19.21
282,Employee_282,Finance,Director,32,76650.25,38,1.0,749.6,2015-10-09,1017,Headphones,Central,8,1025.29,6159.12,2023-02-12 08:00:00,1,24.91
284,Employee_284,Marketing,Director,44,60808.55,16,1.1,4078.96,2015-10-11,389,Monitor,North,8,1307.94,8376.05,2023-01-17 04:00:00,5,19.95
288,Employee_288,Marketing,VP,27,62401.89,27,4.65,6809.53,2015-10-15,137,Headphones,South,2,174.46,292.29,2023-01-06 16:00:00,1,16.23
292,Employee_292,Engineering,Senior,36,87667.23,3,4.73,2550.93,2015-10-19,758,Tablet,North,7,1827.89,12210.49,2023-02-01 13:00:00,4,4.57
293,Employee_293,HR,Manager,43,44184.14,21,3.48,7678.76,2015-10-20,535,Monitor,North,5,1496.14,6205.99,2023-01-23 06:00:00,1,17.04
293,Employee_293,HR,Manager,43,44184.14,21,3.48,7678.76,2015-10-20,1076,Phone,West,8,347.19,2703.64,2023-02-14 19:00:00,4,2.66
293,Employee_293,HR,Manager,43,44184.14,21,3.48,7678.76,2015-10-20,1077,Phone,North,2,319.26,604.87,2023-02-14 20:00:00,2,5.27
293,Employee_293,HR,Manager,43,44184.14,21,3.48,7678.76,2015-10-20,1639,Keyboard,Central,9,231.08,1943.5,2023-03-10 06:00:00,1,6.55
293,Employee_293,HR,Manager,43,44184.14,21,3.48,7678.76,2015-10-20,1857,Monitor,North,5,1542.59,6945.51,2023-03-19 08:00:00,4,9.95
296,Employee_296,HR,VP,33,75462.77,12,2.54,2126.64,2015-10-23,50,Phone,Central,8,1678.96,12578.77,2023-01-03 01:00:00,4,6.35
296,Employee_296,HR,VP,33,75462.77,12,2.54,2126.64,2015-10-23,307,Mouse,South,7,174.56,1017.25,2023-01-13 18:00:00,3,16.75
296,Employee_296,HR,VP,33,75462.77,12,2.54,2126.64,2015-10-23,346,Keyboard,North,9,1881.49,15991.91,2023-01-15 09:00:00,4,5.56
296,Employee_296,HR,VP,33,75462.77,12,2.54,2126.64,2015-10-23,1946,Phone,East,4,1108.75,3452.2,2023-03-23 01:00:00,4,22.16
297,Employee_297,Operations,VP,63,41941.63,31,2.5,970.18,2015-10-24,551,Mouse,North,1,1606.46,1512.0,2023-01-23 22:00:00,1,5.88
297,Employee_297,Operations,VP,63,41941.63,31,2.5,970.18,2015-10-24,912,Monitor,West,3,971.78,2377.17,2023-02-07 23:00:00,2,18.46
298,Employee_298,HR,Junior,59,99062.25,16,4.55,642.39,2015-10-25,302,Phone,West,8,829.3,5473.38,2023-01-13 13:00:00,5,17.5
298,Employee_298,HR,Junior,59,99062.25,16,4.55,642.39,2015-10-25,1024,Monitor,West,1,1003.58,930.22,2023-02-12 15:00:00,4,7.31
298,Employee_298,HR,Junior,59,99062.25,16,4.55,642.39,2015-10-25,1680,Tablet,North,1,708.62,667.45,2023-03-11 23:00:00,5,5.81
299,Employee_299,Operations,Senior,39,57906.54,35,1.61,5926.96,2015-10-26,544,Headphones,North,6,1183.7,6710.16,2023-01-23 15:00:00,3,5.52
299,Employee_299,Operations,Senior,39,57906.54,35,1.61,5926.96,2015-10-26,1720,Monitor,East,3,367.55,914.76,2023-03-13 15:00:00,5,17.04
300,Employee_300,Marketing,VP,56,,18,1.61,8250.35,2015-10-27,1404,Keyboard,West,7,1384.86,9643.61,2023-02-28 11:00:00,4,0.52
300,Employee_300,Marketing,VP,56,,18,1.61,8250.35,2015-10-27,1519,Mouse,West,5,970.55,4241.3,2023-03-05 06:00:00,1,12.6
300,Employee_300,Marketing,VP,56,,18,1.61,8250.35,2015-10-27,1944,Laptop,South,6,1830.07,10707.01,2023-03-22 23:00:00,5,2.49
302,Employee_302,Engineering,Manager,45,95074.19,39,1.22,4636.22,2015-10-29,178,Headphones,North,9,1873.4,15513.44,2023-01-08 09:00:00,4,7.99
303,Employee_303,Marketing,Director,63,118749.78,27,1.73,7842.71,2015-10-30,143,Mouse,South,9,1120.0,9185.9,2023-01-06 22:00:00,3,8.87
303,Employee_303,Marketing,Director,63,118749.78,27,1.73,7842.71,2015-10-30,416,Laptop,Central,4,1730.05,5941.68,2023-01-18 07:00:00,2,14.14
303,Employee_303,Marketing,Director,63,118749.78,27,1.73,7842.71,2015-10-30,1534,Headphones,Central,3,1099.38,2773.74,2023-03-05 21:00:00,4,15.9
304,Employee_304,Engineering,Senior,51,,0,4.86,9468.8,2015-10-31,1120,Headphones,North,4,1070.2,4198.61,2023-02-16 15:00:00,1,1.92
304,Employee_304,Engineering,Senior,51,,0,4.86,9468.8,2015-10-31,1378,Monitor,North,2,1569.45,2657.39,2023-02-27 09:00:00,5,15.34
306,Employee_306,Sales,Junior,27,78781.85,39,3.53,3979.6,2015-11-02,46,Keyboard,West,4,231.05,799.53,2023-01-02 21:00:00,1,13.49
306,Employee_306,Sales,Junior,27,78781.85,39,3.53,3979.6,2015-11-02,969,Tablet,North,8,910.94,5999.82,2023-02-10 08:00:00,3,17.67
306,Employee_306,Sales,Junior,27,78781.85,39,3.53,3979.6,2015-11-02,1933,Phone,West,5,876.2,3521.89,2023-03-22 12:00:00,5,19.61
307,Employee_307,Operations,Senior,24,52892.93,32,3.9,9314.79,2015-11-03,293,Phone,East,7,1185.98,7839.45,2023-01-13 04:00:00,3,5.57
307,Employee_307,Operations,Senior,24,52892.93,32,3.9,9314.79,2015-11-03,400,Mouse,West,2,1141.93,1840.79,2023-01-17 15:00:00,4,19.4
307,Employee_307,Operations,Senior,24,52892.93,32,3.9,9314.79,2015-11-03,847,Laptop,West,4,1413.79,4284.91,2023-02-05 06:00:00,3,24.23
307,Employee_307,Operations,Senior,24,52892.93,32,3.9,9314.79,2015-11-03,871,Keyboard,West,7,1363.81,9306.09,2023-02-06 06:00:00,2,2.52
307,Employee_307,Operations,Senior,24,52892.93,32,3.9,9314.79,2015-11-03,1574,Mouse,North,7,1400.26,7473.89,2023-03-07 13:00:00,2,23.75
308,Employee_308,Sales,Manager,37,90643.65,11,2.47,3382.31,2015-11-04,193,Headphones,Central,5,805.78,3580.89,2023-01-09 00:00:00,2,11.12
308,Employee_308,Sales,Manager,37,90643.65,11,2.47,3382.31,2015-11-04,641,Headphones,South,1,1128.25,1087.18,2023-01-27 16:00:00,5,3.64
308,Employee_308,Sales,Manager,37,90643.65,11,2.47,3382.31,2015-11-04,1324,Laptop,East,5,1067.57,4254.27,2023-02-25 03:00:00,4,20.3
308,Employee_308,Sales,Manager,37,90643.65,11,2.47,3382.31,2015-11-04,1411,Monitor,West,2,317.35,601.12,2023-02-28 18:00:00,5,5.29
309,Employee_309,Sales,Junior,28,91867.45,7,1.59,9138.76,2015-11-05,1057,Tablet,South,9,491.78,3674.04,2023-02-14 00:00:00,4,16.99
309,Employee_309,Sales,Junior,28,91867.45,7,1.59,9138.76,2015-11-05,1509,Tablet,West,5,83.91,337.91,2023-03-04 20:00:00,4,19.46
309,Employee_309,Sales,Junior,28,91867.45,7,1.59,9138.76,2015-11-05,1690,Phone,West,3,722.85,1887.29,2023-03-12 09:00:00,1,12.97
311,Employee_311,Marketing,Manager,30,79731.64,15,2.25,6618.11,2015-11-07,493,Keyboard,Central,5,1985.99,8414.64,2023-01-21 12:00:00,1,15.26
311,Employee_311,Marketing,Manager,30,79731.64,15,2.25,6618.11,2015-11-07,1215,Phone,Central,7,1190.94,6859.34,2023-02-20 14:00:00,4,17.72
311,Employee_311,Marketing,Manager,30,79731.64,15,2.25,6618.11,2015-11-07,1517,Headphones,East,4,1725.87,5820.32,2023-03-05 04:00:00,3,15.69
311,Employee_311,Marketing,Manager,30,79731.64,15,2.25,6618.11,2015-11-07,1739,Monitor,Central,5,513.06,2270.8,2023-03-14 10:00:00,4,11.48
311,Employee_311,Marketing,Manager,30,79731.64,15,2.25,6618.11,2015-11-07,1909,Monitor,East,3,926.26,2525.63,2023-03-21 12:00:00,2,9.11
313,Employee_313,Engineering,Junior,42,51887.49,37,2.59,7495.46,2015-11-09,805,Headphones,West,3,841.72,2459.0,2023-02-03 12:00:00,4,2.62
314,Employee_314,HR,Senior,56,76305.36,26,1.03,6995.34,2015-11-10,1793,Laptop,Central,1,329.45,304.41,2023-03-16 16:00:00,2,7.6
316,Employee_316,HR,Junior,48,92798.33,15,4.69,570.94,2015-11-12,30,Headphones,West,4,508.88,1926.82,2023-01-02 05:00:00,2,5.34
316,Employee_316,HR,Junior,48,92798.33,15,4.69,570.94,2015-11-12,966,Laptop,East,1,1002.61,762.59,2023-02-10 05:00:00,2,23.94
317,Employee_317,Engineering,Junior,23,,11,4.25,3430.52,2015-11-13,116,Phone,South,3,979.14,2218.93,2023-01-05 19:00:00,2,24.46
317,Employee_317,Engineering,Junior,23,,11,4.25,3430.52,2015-11-13,256,Monitor,West,2,1205.68,1891.95,2023-01-11 15:00:00,4,21.54
317,Employee_317,Engineering,Junior,23,,11,4.25,3430.52,2015-11-13,1025,Mouse,East,3,1605.97,4634.83,2023-02-12 16:00:00,3,3.8
317,Employee_317,Engineering,Junior,23,,11,4.25,3430.52,2015-11-13,1644,Headphones,South,5,362.25,1411.87,2023-03-10 11:00:00,5,22.05
318,Employee_318,Operations,Manager,56,74438.32,30,4.3,6669.36,2015-11-14,281,Monitor,East,9,948.29,7946.58,2023-01-12 16:00:00,4,6.89
318,Employee_318,Operations,Manager,56,74438.32,30,4.3,6669.36,2015-11-14,874,Keyboard,West,1,272.23,213.37,2023-02-06 09:00:00,5,21.62
318,Employee_318,Operations,Manager,56,74438.32,30,4.3,6669.36,2015-11-14,921,Keyboard,Central,5,1867.92,8958.54,2023-02-08 08:00:00,1,4.08
318,Employee_318,Operations,Manager,56,74438.32,30,4.3,6669.36,2015-11-14,1071,Headphones,Central,4,1974.46,6984.06,2023-02-14 14:00:00,5,11.57
318,Employee_318,Operations,Manager,56,74438.32,30,4.3,6669.36,2015-11-14,1459,Laptop,South,6,1123.46,5127.02,2023-03-02 18:00:00,2,23.94
319,Employee_319,Finance,Director,39,81704.77,23,4.18,1025.29,2015-11-15,699,Monitor,South,4,1943.04,6120.58,2023-01-30 02:00:00,2,21.25
319,Employee_319,Finance,Director,39,81704.77,23,4.18,1025.29,2015-11-15,739,Monitor,Central,2,419.23,826.55,2023-01-31 18:00:00,2,1.42
319,Employee_319,Finance,Director,39,81704.77,23,4.18,1025.29,2015-11-15,1000,Headphones,South,5,1662.94,6675.87,2023-02-11 15:00:00,3,19.71
319,Employee_319,Finance,Director,39,81704.77,23,4.18,1025.29,2015-11-15,1692,Phone,East,2,1996.62,3948.92,2023-03-12 11:00:00,2,1.11
320,Employee_320,HR,Senior,35,56050.16,13,2.29,119.18,2015-11-16,276,Laptop,East,4,212.27,710.93,2023-01-12 11:00:00,4,16.27
320,Employee_320,HR,Senior,35,56050.16,13,2.29,119.18,2015-11-16,565,Monitor,South,9,1322.74,9632.06,2023-01-24 12:00:00,2,19.09
320,Employee_320,HR,Senior,35,56050.16,13,2.29,119.18,2015-11-16,1778,Monitor,East,6,1897.67,9978.71,2023-03-16 01:00:00,3,12.36
322,Employee_322,Engineering,VP,39,75307.58,33,1.57,7157.36,2015-11-18,1069,Laptop,North,2,1275.26,2277.61,2023-02-14 12:00:00,1,10.7
322,Employee_322,Engineering,VP,39,75307.58,33,1.57,7157.36,2015-11-18,1910,Keyboard,East,7,1011.73,6783.24,2023-03-21 13:00:00,3,4.22
323,Employee_323,Engineering,VP,31,94101.93,2,3.63,9727.94,2015-11-19,1210,Monitor,South,5,128.23,636.21,2023-02-20 09:00:00,4,0.77
324,Employee_324,HR,Senior,46,54342.62,23,3.57,9830.65,2015-11-20,713,Mouse,East,1,1929.71,1877.61,2023-01-30 16:00:00,4,2.7
324,Employee_324,HR,Senior,46,54342.62,23,3.57,9830.65,2015-11-20,836,Mouse,South,9,1105.38,8529.78,2023-02-04 19:00:00,4,14.26
324,Employee_324,HR,Senior,46,54342.62,23,3.57,9830.65,2015-11-20,1646,Mouse,East,8,875.07,6060.38,2023-03-10 13:00:00,4,13.43
325,Employee_325,Marketing,VP,23,57831.0,8,1.1,4939.79,2015-11-21,212,Mouse,West,1,1183.19,1013.76,2023-01-09 19:00:00,4,14.32
325,Employee_325,Marketing,VP,23,57831.0,8,1.1,4939.79,2015-11-21,1380,Monitor,North,2,1403.34,2737.07,2023-02-27 11:00:00,1,2.48
325,Employee_325,Marketing,VP,23,57831.0,8,1.1,4939.79,2015-11-21,1611,Monitor,Central,9,1477.34,11800.25,2023-03-09 02:00:00,3,11.25
326,Employee_326,Marketing,Manager,46,97511.76,25,4.15,8693.52,2015-11-22,767,Mouse,Central,4,1647.9,5946.28,2023-02-01 22:00:00,3,9.79
327,Employee_327,Operations,Senior,54,69540.49,19,4.61,7368.26,2015-11-23,1122,Phone,Central,9,1658.83,14012.8,2023-02-16 17:00:00,3,6.14
327,Employee_327,Operations,Senior,54,69540.49,19,4.61,7368.26,2015-11-23,1547,Laptop,Central,1,1932.64,1564.47,2023-03-06 10:00:00,4,19.05
328,Employee_328,Operations,VP,57,59449.22,39,2.07,5010.4,2015-11-24,1775,Monitor,East,8,1000.63,7196.53,2023-03-15 22:00:00,2,10.1
329,Employee_329,Operations,Senior,52,89573.7,9,4.25,5727.61,2015-11-25,1732,Tablet,South,5,932.81,4489.15,2023-03-14 03:00:00,1,3.75
330,Employee_330,Operations,Director,35,65236.06,18,1.33,1372.27,2015-11-26,1135,Keyboard,North,2,763.73,1247.17,2023-02-17 06:00:00,5,18.35
330,Employee_330,Operations,Director,35,65236.06,18,1.33,1372.27,2015-11-26,1784,Monitor,West,6,970.09,5181.44,2023-03-16 07:00:00,4,10.98
331,Employee_331,Operations,Junior,22,95548.43,2,3.4,9376.61,2015-11-27,780,Keyboard,East,4,527.38,1608.09,2023-02-02 11:00:00,3,23.77
331,Employee_331,Operations,Junior,22,95548.43,2,3.4,9376.61,2015-11-27,1759,Tablet,South,5,1969.54,9819.14,2023-03-15 06:00:00,5,0.29
332,Employee_332,Operations,Senior,37,61725.59,23,2.94,3519.3,2015-11-28,795,Tablet,Central,8,1826.98,12278.77,2023-02-03 02:00:00,3,15.99
332,Employee_332,Operations,Senior,37,61725.59,23,2.94,3519.3,2015-11-28,1960,Phone,West,8,163.39,1021.51,2023-03-23 15:00:00,4,21.85
333,Employee_333,Finance,Junior,24,71808.11,4,3.18,4461.49,2015-11-29,404,Mouse,South,1,818.56,754.63,2023-01-17 19:00:00,1,7.81
333,Employee_333,Finance,Junior,24,71808.11,4,3.18,4461.49,2015-11-29,1848,Laptop,South,9,162.48,1197.49,2023-03-18 23:00:00,5,18.11
333,Employee_333,Finance,Junior,24,71808.11,4,3.18,4461.49,2015-11-29,1926,Tablet,West,1,204.33,159.17,2023-03-22 05:00:00,3,22.1
334,Employee_334,Marketing,VP,56,93899.43,2,4.7,6716.6,2015-11-30,1126,Laptop,West,7,119.48,723.62,2023-02-16 21:00:00,3,13.48
335,Employee_335,Operations,Junior,62,,26,4.49,3339.02,2015-12-01,1976,Mouse,North,9,1790.68,14132.23,2023-03-24 07:00:00,1,12.31
336,Employee_336,Marketing,Senior,27,90121.07,15,4.14,2542.59,2015-12-02,74,Phone,Central,1,627.19,479.55,2023-01-04 01:00:00,2,23.54
336,Employee_336,Marketing,Senior,27,90121.07,15,4.14,2542.59,2015-12-02,588,Headphones,North,5,1048.6,5049.53,2023-01-25 11:00:00,3,3.69
336,Employee_336,Marketing,Senior,27,90121.07,15,4.14,2542.59,2015-12-02,769,Keyboard,North,6,733.87,3880.12,2023-02-02 00:00:00,3,11.88
336,Employee_336,Marketing,Senior,27,90121.07,15,4.14,2542.59,2015-12-02,1235,Tablet,Central,5,458.99,1796.49,2023-02-21 10:00:00,1,21.72
336,Employee_336,Marketing,Senior,27,90121.07,15,4.14,2542.59,2015-12-02,1709,Tablet,South,1,1761.21,1568.53,2023-03-13 04:00:00,3,10.94
337,Employee_337,Marketing,Director,46,73689.05,14,2.09,6310.49,2015-12-03,1592,Phone,North,9,1583.9,10902.3,2023-03-08 07:00:00,3,23.52
338,Employee_338,Sales,VP,34,114633.84,34,4.65,249.84,2015-12-04,123,Mouse,South,7,1803.71,10208.1,2023-01-06 02:00:00,3,19.15
339,Employee_339,Finance,Senior,55,106375.57,11,1.39,7207.25,2015-12-05,17,Monitor,West,1,377.39,283.61,2023-01-01 16:00:00,4,24.85
339,Employee_339,Finance,Senior,55,106375.57,11,1.39,7207.25,2015-12-05,401,Mouse,North,5,1201.78,4576.38,2023-01-17 16:00:00,3,23.84
339,Employee_339,Finance,Senior,55,106375.57,11,1.39,7207.25,2015-12-05,1233,Tablet,Central,5,127.87,489.36,2023-02-21 08:00:00,2,23.46
340,Employee_340,Operations,VP,29,48438.07,25,4.41,5140.23,2015-12-06,729,Phone,East,6,554.09,2577.52,2023-01-31 08:00:00,4,22.47
341,Employee_341,Engineering,Manager,42,85444.87,33,2.31,6057.54,2015-12-07,942,Mouse,West,4,185.7,728.32,2023-02-09 05:00:00,4,1.95
341,Employee_341,Engineering,Manager,42,85444.87,33,2.31,6057.54,2015-12-07,1259,Laptop,Central,6,251.7,1151.23,2023-02-22 10:00:00,4,23.77
341,Employee_341,Engineering,Manager,42,85444.87,33,2.31,6057.54,2015-12-07,1593,Keyboard,East,2,760.78,1236.12,2023-03-08 08:00:00,1,18.76
342,Employee_342,HR,Junior,55,58671.92,22,1.22,6318.8,2015-12-08,857,Headphones,Central,1,1667.42,1417.14,2023-02-05 16:00:00,2,15.01
342,Employee_342,HR,Junior,55,58671.92,22,1.22,6318.8,2015-12-08,1188,Headphones,Central,5,877.65,3891.06,2023-02-19 11:00:00,3,11.33
342,Employee_342,HR,Junior,55,58671.92,22,1.22,6318.8,2015-12-08,1952,Laptop,South,2,832.37,1417.19,2023-03-23 07:00:00,1,14.87
343,Employee_343,Engineering,Manager,25,78830.14,30,,5270.5,2015-12-09,1202,Tablet,South,4,774.57,2674.44,2023-02-20 01:00:00,5,13.68
344,Employee_344,Finance,Senior,46,76367.41,19,1.93,5825.34,2015-12-10,781,Laptop,Central,9,1170.02,10243.76,2023-02-02 12:00:00,1,2.72
344,Employee_344,Finance,Senior,46,76367.41,19,1.93,5825.34,2015-12-10,1568,Mouse,Central,8,52.57,327.7,2023-03-07 07:00:00,5,22.08
345,Employee_345,HR,Director,36,53892.26,11,1.97,6837.88,2015-12-11,119,Keyboard,South,9,84.25,719.96,2023-01-05 22:00:00,3,5.05
345,Employee_345,HR,Director,36,53892.26,11,1.97,6837.88,2015-12-11,797,Laptop,North,5,1324.19,5863.51,2023-02-03 04:00:00,5,11.44
346,Employee_346,Finance,VP,25,96169.69,22,2.22,7531.19,2015-12-12,995,Laptop,East,1,879.44,775.75,2023-02-11 10:00:00,1,11.79
347,Employee_347,Marketing,Junior,33,79066.06,3,1.25,7274.52,2015-12-13,1221,Laptop,South,6,811.51,4330.06,2023-02-20 20:00:00,1,11.07
347,Employee_347,Marketing,Junior,33,79066.06,3,1.25,7274.52,2015-12-13,1544,Tablet,East,4,414.03,1257.99,2023-03-06 07:00:00,3,24.04
348,Employee_348,HR,VP,53,69306.34,22,1.71,8696.16,2015-12-14,216,Mouse,Central,2,912.82,1591.41,2023-01-09 23:00:00,4,12.83
348,Employee_348,HR,VP,53,69306.34,22,1.71,8696.16,2015-12-14,1313,Monitor,East,4,1970.82,6115.06,2023-02-24 16:00:00,1,22.43
348,Employee_348,HR,VP,53,69306.34,22,1.71,8696.16,2015-12-14,1316,Phone,North,5,852.45,3922.55,2023-02-24 19:00:00,1,7.97
348,Employee_348,HR,VP,53,69306.34,22,1.71,8696.16,2015-12-14,1464,Keyboard,East,6,1794.32,10306.22,2023-03-02 23:00:00,1,4.27
348,Employee_348,HR,VP,53,69306.34,22,1.71,8696.16,2015-12-14,1963,Tablet,East,8,1728.37,10955.1,2023-03-23 18:00:00,3,20.77
349,Employee_349,Marketing,Senior,53,66237.8,0,1.02,1894.43,2015-12-15,435,Monitor,West,5,617.37,2807.18,2023-01-19 02:00:00,2,9.06
349,Employee_349,Marketing,Senior,53,66237.8,0,1.02,1894.43,2015-12-15,923,Monitor,North,8,672.8,4287.62,2023-02-08 10:00:00,5,20.34
351,Employee_351,Engineering,Junior,34,83158.5,1,1.34,9477.96,2015-12-17,441,Tablet,East,5,1281.37,6051.91,2023-01-19 08:00:00,5,5.54
353,Employee_353,HR,VP,35,18349.61,2,1.94,1248.7,2015-12-19,236,Keyboard,Central,4,903.32,3098.03,2023-01-10 19:00:00,1,14.26
353,Employee_353,HR,VP,35,18349.61,2,1.94,1248.7,2015-12-19,1142,Tablet,Central,4,1077.04,3810.57,2023-02-17 13:00:00,2,11.55
353,Employee_353,HR,VP,35,18349.61,2,1.94,1248.7,2015-12-19,1532,Laptop,West,4,1560.96,5232.96,2023-03-05 19:00:00,3,16.19
353,Employee_353,HR,VP,35,18349.61,2,1.94,1248.7,2015-12-19,1943,Headphones,East,4,1645.31,6264.68,2023-03-22 22:00:00,2,4.81
353,Employee_353,HR,VP,35,18349.61,2,1.94,1248.7,2015-12-19,1947,Keyboard,West,9,1291.95,9735.75,2023-03-23 02:00:00,2,16.27
354,Employee_354,Operations,Director,41,75337.81,20,4.77,5254.45,2015-12-20,732,Headphones,Central,5,789.22,3031.39,2023-01-31 11:00:00,3,23.18
354,Employee_354,Operations,Director,41,75337.81,20,4.77,5254.45,2015-12-20,848,Headphones,North,8,1483.48,11402.62,2023-02-05 07:00:00,4,3.92
356,Employee_356,Operations,Senior,50,70810.95,19,2.16,2028.53,2015-12-22,459,Headphones,North,9,1581.4,11323.46,2023-01-20 02:00:00,1,20.44
357,Employee_357,Finance,Director,27,46908.71,21,4.13,9983.19,2015-12-23,1119,Mouse,Central,6,1532.98,7040.98,2023-02-16 14:00:00,2,23.45
359,Employee_359,Marketing,Junior,50,99702.44,32,4.95,2840.58,2015-12-25,390,Laptop,East,9,1137.08,8889.01,2023-01-17 05:00:00,5,13.14
359,Employee_359,Marketing,Junior,50,99702.44,32,4.95,2840.58,2015-12-25,1241,Mouse,North,5,1445.56,6003.41,2023-02-21 16:00:00,4,16.94
360,Employee_360,HR,Manager,64,68598.16,37,3.39,9947.75,2015-12-26,930,Phone,North,7,726.98,4578.45,2023-02-08 17:00:00,4,10.03
361,Employee_361,Engineering,VP,23,,14,1.33,9665.59,2015-12-27,640,Phone,East,7,1865.51,10804.66,2023-01-27 15:00:00,4,17.26
362,Employee_362,Finance,Director,44,84650.48,14,3.59,4407.39,2015-12-28,552,Laptop,West,3,298.05,725.69,2023-01-23 23:00:00,1,18.84
363,Employee_363,Finance,Manager,40,67588.19,24,3.5,2604.03,2015-12-29,1674,Keyboard,North,2,942.94,1461.18,2023-03-11 17:00:00,1,22.52
364,Employee_364,Engineering,Senior,52,117076.12,20,3.55,8384.0,2015-12-30,200,Headphones,East,5,385.34,1456.01,2023-01-09 07:00:00,3,24.43
364,Employee_364,Engineering,Senior,52,117076.12,20,3.55,8384.0,2015-12-30,332,Laptop,West,6,91.71,491.44,2023-01-14 19:00:00,4,10.69
364,Employee_364,Engineering,Senior,52,117076.12,20,3.55,8384.0,2015-12-30,1359,Headphones,South,1,1370.52,1110.81,2023-02-26 14:00:00,1,18.95
364,Employee_364,Engineering,Senior,52,117076.12,20,3.55,8384.0,2015-12-30,1983,Phone,Central,2,782.8,1456.63,2023-03-24 14:00:00,2,6.96
365,Employee_365,Operations,VP,26,69539.6,23,2.23,7156.21,2015-12-31,42,Monitor,South,2,478.87,837.06,2023-01-02 17:00:00,2,12.6
365,Employee_365,Operations,VP,26,69539.6,23,2.23,7156.21,2015-12-31,1031,Keyboard,South,1,926.45,832.32,2023-02-12 22:00:00,5,10.16
366,Employee_366,Finance,VP,40,82302.51,4,4.44,6869.41,2016-01-01,903,Phone,West,6,1767.14,10541.34,2023-02-07 14:00:00,4,0.58
366,Employee_366,Finance,VP,40,82302.51,4,4.44,6869.41,2016-01-01,996,Phone,North,9,1991.32,16000.65,2023-02-11 11:00:00,2,10.72
366,Employee_366,Finance,VP,40,82302.51,4,4.44,6869.41,2016-01-01,1229,Tablet,East,3,76.53,191.27,2023-02-21 04:00:00,4,16.69
367,Employee_367,Marketing,Manager,55,,5,4.84,8931.14,2016-01-02,502,Laptop,Central,8,1170.77,7651.22,2023-01-21 21:00:00,5,18.31
367,Employee_367,Marketing,Manager,55,,5,4.84,8931.14,2016-01-02,884,Mouse,Central,4,168.08,640.92,2023-02-06 19:00:00,2,4.67
368,Employee_368,HR,Manager,31,,22,1.87,6894.17,2016-01-03,313,Mouse,West,8,492.2,3489.11,2023-01-14 00:00:00,4,11.39
