employee_id,name,department,position,age,salary,years_experience,performance_score,bonus,hire_date
346,Employee_346,Finance,VP,25,96169.69,22,2.22,7531.19,2015-12-12
347,Employee_347,Marketing,Junior,33,79066.06,3,1.25,7274.52,2015-12-13
348,Employee_348,HR,VP,53,69306.34,22,1.71,8696.16,2015-12-14
349,Employee_349,Marketing,Senior,53,66237.8,0,1.02,1894.43,2015-12-15
350,Employee_350,Engineering,VP,49,77795.54,24,2.78,4011.48,2015-12-16
351,Employee_351,Engineering,Junior,34,83158.5,1,1.34,9477.96,2015-12-17
352,Employee_352,HR,Senior,52,72500.48,29,3.73,3965.91,2015-12-18
353,Employee_353,HR,VP,35,18349.61,2,1.94,1248.7,2015-12-19
354,Employee_354,Operations,Director,41,75337.81,20,4.77,5254.45,2015-12-20
355,Employee_355,Finance,Senior,39,46170.36,24,4.49,1094.91,2015-12-21
356,Employee_356,Operations,Senior,50,70810.95,19,2.16,2028.53,2015-12-22
357,Employee_357,Finance,Director,27,46908.71,21,4.13,9983.19,2015-12-23
358,Employee_358,Operations,Manager,53,46670.05,20,4.21,5413.63,2015-12-24
359,Employee_359,Marketing,Junior,50,99702.44,32,4.95,2840.58,2015-12-25
360,Employee_360,HR,Manager,64,68598.16,37,3.39,9947.75,2015-12-26
361,Employee_361,Engineering,VP,23,,14,1.33,9665.59,2015-12-27
362,Employee_362,Finance,Director,44,84650.48,14,3.59,4407.39,2015-12-28
363,Employee_363,Finance,Manager,40,67588.19,24,3.5,2604.03,2015-12-29
364,Employee_364,Engineering,Senior,52,117076.12,20,3.55,8384.0,2015-12-30
365,Employee_365,Operations,VP,26,69539.6,23,2.23,7156.21,2015-12-31
366,Employee_366,Finance,VP,40,82302.51,4,4.44,6869.41,2016-01-01
367,Employee_367,Marketing,Manager,55,,5,4.84,8931.14,2016-01-02
368,Employee_368,HR,Manager,31,,22,1.87,6894.17,2016-01-03
369,Employee_369,Engineering,Director,46,60159.88,3,1.35,2837.98,2016-01-04
370,Employee_370,HR,Junior,23,66640.73,26,1.78,6938.63,2016-01-05
371,Employee_371,Finance,Manager,32,100491.84,17,,3058.14,2016-01-06
372,Employee_372,Finance,Manager,52,91201.25,20,3.71,7592.39,2016-01-07
373,Employee_373,Engineering,Senior,36,96503.52,27,3.54,6197.48,2016-01-08
374,Employee_374,Marketing,VP,30,47625.91,34,2.61,774.12,2016-01-09
375,Employee_375,Sales,Junior,44,105960.0,21,3.31,5128.35,2016-01-10
376,Employee_376,Engineering,Senior,40,59771.85,39,2.23,3433.01,2016-01-11
377,Employee_377,Sales,Director,30,78845.86,22,2.91,3285.71,2016-01-12
378,Employee_378,Operations,Director,56,72035.54,2,4.17,6022.56,2016-01-13
379,Employee_379,Sales,Manager,42,57430.34,39,4.92,3223.25,2016-01-14
380,Employee_380,Marketing,Manager,30,46749.28,9,4.73,7768.94,2016-01-15
381,Employee_381,Operations,Director,49,40123.04,24,4.74,707.91,2016-01-16
382,Employee_382,Sales,Manager,28,77380.37,7,2.61,6603.88,2016-01-17
383,Employee_383,Operations,Junior,37,44493.62,10,2.88,8091.95,2016-01-18
384,Employee_384,Sales,Manager,37,52323.69,4,3.82,6728.32,2016-01-19
385,Employee_385,Marketing,VP,54,70639.28,36,4.69,4972.29,2016-01-20
386,Employee_386,Sales,Manager,25,22223.83,37,1.57,9503.07,2016-01-21
387,Employee_387,Sales,Senior,25,90579.59,28,2.22,2999.38,2016-01-22
388,Employee_388,Sales,Junior,60,26802.24,4,1.56,191.68,2016-01-23
389,Employee_389,Engineering,Senior,61,73452.55,8,3.45,4319.89,2016-01-24
390,Employee_390,Engineering,Senior,38,75300.38,1,2.23,330.12,2016-01-25
391,Employee_391,Engineering,VP,58,85761.23,0,2.3,9539.37,2016-01-26
392,Employee_392,Marketing,Junior,60,74166.38,39,1.28,2099.18,2016-01-27
393,Employee_393,Operations,Junior,50,115358.16,29,2.4,7889.27,2016-01-28
394,Employee_394,Finance,Junior,57,79326.34,10,4.45,7745.72,2016-01-29
395,Employee_395,Sales,Junior,59,96072.25,27,1.93,2177.29,2016-01-30
396,Employee_396,Sales,Junior,60,60530.74,11,3.78,6212.27,2016-01-31
397,Employee_397,Marketing,VP,58,77415.14,38,3.52,480.79,2016-02-01
398,Employee_398,Sales,Manager,56,105951.4,25,4.45,4835.75,2016-02-02
399,Employee_399,Engineering,Senior,28,70246.1,12,1.53,146.47,2016-02-03
400,Employee_400,Finance,Junior,48,78844.7,7,4.91,9211.44,2016-02-04
401,Employee_401,HR,Manager,49,94617.07,27,3.33,9760.86,2016-02-05
402,Employee_402,Sales,Manager,43,60155.41,29,4.98,2222.83,2016-02-06
403,Employee_403,Engineering,Senior,35,31768.79,8,4.65,2081.06,2016-02-07
404,Employee_404,HR,VP,28,80111.47,38,1.89,7537.2,2016-02-08
405,Employee_405,Finance,Director,58,94773.38,30,1.22,2533.79,2016-02-09
406,Employee_406,HR,Director,43,47971.08,20,2.02,8950.77,2016-02-10
407,Employee_407,Engineering,Manager,26,88404.4,33,3.11,5739.29,2016-02-11
408,Employee_408,Operations,Senior,23,88539.33,30,1.69,3507.78,2016-02-12
409,Employee_409,Operations,Director,48,29530.07,24,1.67,8326.94,2016-02-13
410,Employee_410,HR,Manager,42,56274.23,11,2.85,4934.07,2016-02-14
411,Employee_411,Marketing,VP,59,67083.42,0,1.13,9116.33,2016-02-15
412,Employee_412,HR,Director,36,71407.52,21,1.49,9280.14,2016-02-16
413,Employee_413,Sales,Manager,42,60137.31,39,2.66,1654.2,2016-02-17
414,Employee_414,Sales,Manager,31,59059.94,36,1.25,23.23,2016-02-18
415,Employee_415,Operations,Junior,44,108429.66,0,2.59,9839.31,2016-02-19
416,Employee_416,Marketing,VP,60,72848.82,0,2.9,9061.38,2016-02-20
417,Employee_417,Engineering,Junior,26,61099.13,20,2.81,554.45,2016-02-21
418,Employee_418,Sales,Senior,22,74176.61,14,4.48,8330.34,2016-02-22
419,Employee_419,Operations,Junior,34,85741.82,16,3.12,4578.05,2016-02-23
420,Employee_420,Finance,Junior,42,76032.53,21,2.87,2589.62,2016-02-24
421,Employee_421,Operations,Director,47,70885.45,37,2.64,8787.47,2016-02-25
422,Employee_422,Sales,Manager,42,61999.67,34,4.27,1966.67,2016-02-26
423,Employee_423,Sales,VP,39,61757.38,15,4.58,9473.0,2016-02-27
424,Employee_424,Operations,Junior,58,63043.83,7,,2056.21,2016-02-28
425,Employee_425,Engineering,VP,53,81776.29,16,3.69,6136.83,2016-02-29
426,Employee_426,HR,Junior,57,55116.4,16,1.55,2230.86,2016-03-01
427,Employee_427,Sales,Senior,38,82865.38,25,2.11,5456.69,2016-03-02
428,Employee_428,Operations,Junior,56,103259.9,12,1.18,6839.75,2016-03-03
429,Employee_429,Operations,Director,32,81514.15,16,4.72,1902.28,2016-03-04
430,Employee_430,Marketing,Manager,42,67608.29,37,3.64,5208.86,2016-03-05
431,Employee_431,HR,Senior,47,49037.46,16,3.99,4690.6,2016-03-06
432,Employee_432,Finance,Junior,25,106562.14,13,2.25,710.37,2016-03-07
433,Employee_433,Engineering,VP,55,51599.65,5,4.38,8183.08,2016-03-08
434,Employee_434,Finance,Senior,39,91971.24,34,2.04,3356.82,2016-03-09
435,Employee_435,HR,Senior,61,87770.36,13,1.01,5745.82,2016-03-10
436,Employee_436,HR,Junior,56,70264.63,7,2.51,5147.84,2016-03-11
437,Employee_437,HR,Senior,62,69740.42,14,3.28,5132.61,2016-03-12
438,Employee_438,Finance,VP,50,38285.77,26,2.91,1072.22,2016-03-13
439,Employee_439,HR,Senior,50,81601.3,12,4.45,4234.82,2016-03-14
440,Employee_440,Operations,VP,59,87398.53,30,1.42,4523.67,2016-03-15
441,Employee_441,Finance,Junior,63,53218.4,34,3.22,7336.43,2016-03-16
442,Employee_442,HR,Manager,42,71883.57,5,3.05,8400.19,2016-03-17
443,Employee_443,Operations,Senior,63,75757.24,4,2.13,5449.82,2016-03-18
444,Employee_444,Marketing,Manager,34,86691.45,21,4.29,867.83,2016-03-19
445,Employee_445,HR,VP,62,75076.06,22,4.01,2368.49,2016-03-20
446,Employee_446,Finance,Senior,38,42473.61,24,3.93,1649.34,2016-03-21
447,Employee_447,Sales,Director,30,64401.24,33,4.5,1246.15,2016-03-22
448,Employee_448,HR,Manager,62,79492.52,25,3.89,3658.99,2016-03-23
449,Employee_449,Sales,Senior,22,91830.57,4,1.93,2293.94,2016-03-24
450,Employee_450,Operations,Manager,23,62647.27,25,3.82,2183.03,2016-03-25
451,Employee_451,Marketing,Senior,50,118753.0,19,2.23,546.93,2016-03-26
452,Employee_452,Engineering,Junior,54,37110.54,5,,176.7,2016-03-27
453,Employee_453,Marketing,Manager,31,63726.0,5,1.29,1027.68,2016-03-28
454,Employee_454,HR,Director,61,73339.33,17,3.98,1721.97,2016-03-29
455,Employee_455,Sales,Director,42,70985.02,3,3.84,4309.84,2016-03-30
456,Employee_456,Sales,VP,49,,16,1.94,5105.2,2016-03-31
457,Employee_457,Finance,Senior,32,83957.23,13,4.0,1405.92,2016-04-01
458,Employee_458,Sales,Manager,55,,13,4.67,4247.83,2016-04-02
459,Employee_459,Finance,VP,29,75959.23,12,1.43,3417.49,2016-04-03
460,Employee_460,Operations,Manager,43,,6,1.93,1834.24,2016-04-04
461,Employee_461,Engineering,Senior,29,66524.47,14,4.0,68.41,2016-04-05
462,Employee_462,HR,Director,36,42652.74,18,,4670.18,2016-04-06
463,Employee_463,Finance,Junior,38,60667.2,34,3.5,6856.52,2016-04-07
464,Employee_464,Engineering,Director,44,78141.09,16,1.32,2262.77,2016-04-08
465,Employee_465,Sales,VP,45,78254.89,34,2.81,1318.07,2016-04-09
466,Employee_466,Sales,Junior,40,75827.58,18,3.96,8870.43,2016-04-10
467,Employee_467,Engineering,VP,26,85974.17,19,3.75,2750.25,2016-04-11
468,Employee_468,Sales,Senior,53,63377.08,35,4.26,2236.13,2016-04-12
469,Employee_469,Operations,Junior,22,75533.62,34,4.51,8570.97,2016-04-13
470,Employee_470,Operations,VP,44,86441.86,31,4.09,8171.07,2016-04-14
471,Employee_471,Engineering,Senior,58,73302.2,39,3.69,4483.46,2016-04-15
472,Employee_472,Finance,Director,29,50133.52,23,1.13,4892.39,2016-04-16
473,Employee_473,Finance,Senior,34,55770.23,16,3.14,2177.49,2016-04-17
474,Employee_474,Engineering,Manager,29,,6,1.15,783.02,2016-04-18
475,Employee_475,Finance,Senior,44,102849.44,0,4.23,5734.32,2016-04-19
476,Employee_476,Finance,Senior,64,98505.66,34,2.28,983.45,2016-04-20
477,Employee_477,Operations,Manager,22,79643.12,31,3.25,4492.75,2016-04-21
478,Employee_478,Finance,VP,45,50937.35,35,2.12,9404.97,2016-04-22
479,Employee_479,Marketing,VP,56,74872.97,12,4.13,9528.34,2016-04-23
480,Employee_480,HR,Senior,45,106245.1,5,4.55,2393.32,2016-04-24
481,Employee_481,Sales,Manager,38,87369.77,13,2.59,6241.13,2016-04-25
482,Employee_482,Marketing,Manager,26,70850.45,36,4.45,4740.76,2016-04-26
483,Employee_483,Finance,Director,41,87572.5,14,2.07,8756.85,2016-04-27
484,Employee_484,Operations,VP,42,49612.1,3,3.14,2714.31,2016-04-28
485,Employee_485,Engineering,Junior,61,61086.57,39,4.44,37.02,2016-04-29
486,Employee_486,Finance,VP,52,53316.17,15,2.3,1625.61,2016-04-30
487,Employee_487,Operations,VP,57,84391.44,27,4.82,3495.23,2016-05-01
488,Employee_488,HR,Director,32,89282.07,15,1.49,3157.21,2016-05-02
489,Employee_489,Finance,Junior,36,71923.48,3,1.07,7913.63,2016-05-03
490,Employee_490,Engineering,Director,40,57541.41,25,4.62,6805.61,2016-05-04
491,Employee_491,Operations,Junior,28,74605.02,27,1.27,2995.56,2016-05-05
492,Employee_492,Operations,Senior,49,65268.4,31,4.97,4577.44,2016-05-06
493,Employee_493,Operations,Junior,64,59076.59,1,4.81,955.59,2016-05-07
494,Employee_494,HR,Director,26,81779.87,30,1.55,8981.46,2016-05-08
495,Employee_495,Finance,VP,26,59840.16,2,3.15,9354.25,2016-05-09
496,Employee_496,HR,Junior,51,43673.01,7,1.74,9798.04,2016-05-10
497,Employee_497,Sales,Junior,53,48117.71,23,2.71,8685.53,2016-05-11
498,Employee_498,Sales,Manager,29,42934.79,14,1.25,1739.61,2016-05-12
499,Employee_499,Finance,VP,31,79950.24,30,1.9,461.96,2016-05-13
500,Employee_500,HR,Senior,59,78008.11,8,2.45,5795.97,2016-05-14
501,Employee_501,Engineering,Director,53,77010.4,38,2.75,9126.05,2016-05-15
502,Employee_502,Operations,Senior,49,86754.63,1,4.91,1773.51,2016-05-16
503,Employee_503,Operations,VP,38,98839.18,7,4.23,70.43,2016-05-17
504,Employee_504,Finance,Junior,52,63154.67,6,3.95,8054.96,2016-05-18
505,Employee_505,Sales,Junior,29,83129.55,38,3.15,767.96,2016-05-19
506,Employee_506,Sales,VP,61,43407.69,15,4.36,4137.06,2016-05-20
507,Employee_507,Operations,Junior,46,102574.19,34,2.36,6788.87,2016-05-21
508,Employee_508,Finance,Junior,30,50103.38,29,,2367.98,2016-05-22
509,Employee_509,HR,Junior,23,60798.38,9,4.98,839.63,2016-05-23
510,Employee_510,Sales,Director,36,63045.81,37,2.26,7700.21,2016-05-24
511,Employee_511,HR,Director,24,44474.58,17,3.7,6301.75,2016-05-25
512,Employee_512,Sales,Manager,57,75651.51,4,4.38,9884.9,2016-05-26
513,Employee_513,Sales,Senior,25,79278.08,28,4.66,3443.08,2016-05-27
514,Employee_514,Marketing,VP,35,71211.73,38,3.87,617.62,2016-05-28
515,Employee_515,Sales,VP,62,44195.05,33,2.13,7343.5,2016-05-29
516,Employee_516,Engineering,VP,62,114667.72,22,2.31,5217.33,2016-05-30
517,Employee_517,Finance,Manager,46,85984.62,4,1.08,2132.04,2016-05-31
518,Employee_518,Finance,Director,31,127684.44,29,4.04,7817.29,2016-06-01
519,Employee_519,HR,Manager,42,58897.82,5,1.17,2037.55,2016-06-02
520,Employee_520,Sales,VP,57,94157.64,3,4.46,2606.62,2016-06-03
521,Employee_521,Engineering,Senior,33,90585.48,28,1.47,925.29,2016-06-04
522,Employee_522,HR,Junior,48,69188.5,22,1.69,3994.32,2016-06-05
523,Employee_523,Marketing,Director,61,103221.02,5,2.91,4189.29,2016-06-06
524,Employee_524,HR,Director,23,66891.8,31,3.95,5145.62,2016-06-07
525,Employee_525,HR,Manager,34,67782.17,17,1.56,7089.64,2016-06-08
526,Employee_526,Sales,Director,53,,14,2.76,9061.01,2016-06-09
527,Employee_527,Marketing,VP,52,83180.56,39,2.93,1377.34,2016-06-10
528,Employee_528,HR,VP,37,48489.8,31,1.85,543.48,2016-06-11
529,Employee_529,Engineering,Manager,53,,8,1.46,185.31,2016-06-12
530,Employee_530,Engineering,VP,53,54475.61,36,4.35,1436.21,2016-06-13
531,Employee_531,Finance,Senior,55,67675.37,9,3.01,6579.49,2016-06-14
532,Employee_532,Marketing,Manager,32,83877.6,19,1.06,7274.77,2016-06-15
533,Employee_533,Marketing,Senior,31,75222.83,5,4.21,7865.06,2016-06-16
534,Employee_534,Finance,Junior,36,,2,4.92,2437.08,2016-06-17
535,Employee_535,HR,Senior,38,100312.59,10,3.42,3058.95,2016-06-18
536,Employee_536,Marketing,Junior,61,67624.08,16,3.01,4831.35,2016-06-19
537,Employee_537,Engineering,Junior,39,65428.66,31,4.51,631.83,2016-06-20
538,Employee_538,Engineering,Senior,30,94154.55,3,4.81,6111.42,2016-06-21
539,Employee_539,Sales,Manager,46,95740.95,3,4.02,9837.35,2016-06-22
540,Employee_540,Marketing,VP,61,89811.82,16,2.78,3608.06,2016-06-23
541,Employee_541,HR,VP,35,,18,3.37,7528.47,2016-06-24
542,Employee_542,Finance,Junior,46,83453.1,4,3.8,5000.34,2016-06-25
543,Employee_543,Finance,Junior,43,77189.41,31,1.78,1278.12,2016-06-26
544,Employee_544,HR,Manager,51,96050.58,21,2.79,5822.37,2016-06-27
545,Employee_545,Operations,Director,41,63542.56,5,4.32,2998.74,2016-06-28
546,Employee_546,Sales,Senior,42,41667.79,34,3.62,344.03,2016-06-29
547,Employee_547,Finance,Junior,53,88804.74,21,2.64,6349.3,2016-06-30
548,Employee_548,Marketing,VP,42,23832.63,0,3.65,8589.32,2016-07-01
549,Employee_549,Sales,Manager,56,60369.73,19,1.47,3447.7,2016-07-02
550,Employee_550,Marketing,Senior,53,54536.09,21,2.61,3902.96,2016-07-03
551,Employee_551,Engineering,Manager,51,54401.31,10,4.17,8910.22,2016-07-04
552,Employee_552,Sales,Senior,60,60019.37,12,1.88,8136.09,2016-07-05
553,Employee_553,Finance,Senior,33,99347.47,2,1.74,7149.53,2016-07-06
554,Employee_554,Sales,Junior,62,91411.11,8,4.8,2487.97,2016-07-07
555,Employee_555,Sales,Manager,39,,11,1.84,9102.17,2016-07-08
556,Employee_556,Sales,Manager,42,97672.47,22,2.04,1544.16,2016-07-09
557,Employee_557,Operations,VP,34,53754.06,13,4.88,6267.71,2016-07-10
558,Employee_558,Sales,VP,42,51034.33,32,3.94,288.01,2016-07-11
559,Employee_559,Marketing,Junior,29,92271.93,17,3.8,6437.2,2016-07-12
560,Employee_560,Engineering,Junior,61,86592.86,8,4.41,2771.44,2016-07-13
561,Employee_561,HR,Director,28,65794.73,22,1.46,4496.77,2016-07-14
562,Employee_562,Sales,VP,44,52290.78,9,3.82,3452.65,2016-07-15
563,Employee_563,Finance,Senior,53,104194.64,18,3.01,1727.57,2016-07-16
564,Employee_564,Sales,Manager,32,40597.95,4,4.32,6219.81,2016-07-17
565,Employee_565,Finance,Junior,43,63031.48,22,,8819.76,2016-07-18
566,Employee_566,Marketing,Manager,43,,29,3.48,9590.84,2016-07-19
567,Employee_567,Finance,Manager,64,111043.3,24,2.91,1923.46,2016-07-20
568,Employee_568,HR,Director,46,82662.0,27,2.91,7173.73,2016-07-21
569,Employee_569,Engineering,VP,43,84606.09,33,4.07,6643.39,2016-07-22
570,Employee_570,Finance,Junior,49,63612.33,24,3.51,3433.78,2016-07-23
571,Employee_571,Finance,Manager,50,86369.6,9,3.53,190.99,2016-07-24
572,Employee_572,Engineering,Junior,34,,13,2.8,6897.91,2016-07-25
573,Employee_573,HR,Senior,39,43230.71,29,3.12,9454.95,2016-07-26
574,Employee_574,Sales,Director,23,90858.7,24,3.98,6321.2,2016-07-27
575,Employee_575,Finance,Senior,50,94407.87,13,4.3,4352.93,2016-07-28
576,Employee_576,Engineering,Junior,42,91067.3,34,3.79,5251.54,2016-07-29
577,Employee_577,Marketing,Junior,36,75666.56,33,4.7,1996.29,2016-07-30
578,Employee_578,Engineering,VP,48,55876.46,9,4.28,7505.44,2016-07-31
579,Employee_579,Marketing,Manager,52,28816.33,34,3.25,7464.2,2016-08-01
580,Employee_580,HR,Manager,36,78141.07,10,3.69,1455.17,2016-08-02
581,Employee_581,Sales,Senior,44,96638.84,10,4.71,8779.78,2016-08-03
582,Employee_582,Engineering,Director,45,94910.65,20,3.48,2691.9,2016-08-04
583,Employee_583,Operations,Manager,34,91321.46,20,4.3,9822.56,2016-08-05
584,Employee_584,Finance,VP,43,73515.78,21,3.76,3829.03,2016-08-06
585,Employee_585,HR,Senior,64,96749.28,6,3.21,1778.84,2016-08-07
586,Employee_586,Engineering,Senior,58,93483.24,16,1.97,3517.2,2016-08-08
587,Employee_587,Finance,VP,54,66547.33,1,2.7,4401.8,2016-08-09
588,Employee_588,Engineering,Director,24,,11,4.87,693.08,2016-08-10
589,Employee_589,Marketing,VP,40,64280.82,17,3.63,5782.18,2016-08-11
590,Employee_590,Engineering,Director,44,,10,3.26,5976.32,2016-08-12
591,Employee_591,Operations,VP,50,49017.67,15,4.73,7389.3,2016-08-13
592,Employee_592,Engineering,VP,51,50555.76,17,3.35,291.7,2016-08-14
593,Employee_593,Engineering,Junior,60,96164.14,34,3.1,5412.38,2016-08-15
594,Employee_594,Operations,Senior,46,93751.2,25,4.04,529.07,2016-08-16
595,Employee_595,HR,VP,58,87672.23,15,3.85,7011.44,2016-08-17
596,Employee_596,Engineering,VP,29,76759.38,5,1.77,557.28,2016-08-18
597,Employee_597,Operations,Manager,63,,11,2.89,9117.28,2016-08-19
598,Employee_598,Finance,Senior,37,73502.48,12,,7020.83,2016-08-20
599,Employee_599,Marketing,Manager,29,84083.66,3,2.51,5073.9,2016-08-21
600,Employee_600,Marketing,Senior,22,64305.34,38,3.07,4415.04,2016-08-22
601,Employee_601,Engineering,Manager,26,60750.12,1,2.65,1306.73,2016-08-23
602,Employee_602,HR,VP,24,103888.41,25,1.8,2909.99,2016-08-24
603,Employee_603,HR,VP,22,73794.22,26,2.65,8689.59,2016-08-25
604,Employee_604,Finance,Junior,25,84095.9,26,1.29,9044.53,2016-08-26
605,Employee_605,Engineering,Manager,61,90482.63,14,3.3,7.48,2016-08-27
606,Employee_606,Marketing,Director,56,54971.26,7,4.41,5941.36,2016-08-28
607,Employee_607,HR,Junior,53,,6,3.9,7193.01,2016-08-29
608,Employee_608,Engineering,Manager,63,101392.89,39,2.44,6187.47,2016-08-30
609,Employee_609,HR,Manager,55,111384.46,11,1.35,816.8,2016-08-31
610,Employee_610,Operations,Junior,64,75798.73,12,1.81,2177.25,2016-09-01
611,Employee_611,HR,VP,46,70241.13,16,3.18,2503.4,2016-09-02
612,Employee_612,Marketing,Manager,31,80380.48,16,1.83,8317.25,2016-09-03
613,Employee_613,Sales,VP,42,79872.74,35,3.18,4631.99,2016-09-04
614,Employee_614,Finance,Junior,60,102735.16,20,1.93,4868.28,2016-09-05
615,Employee_615,Finance,VP,48,55072.17,7,4.4,9348.93,2016-09-06
616,Employee_616,Marketing,Senior,48,69402.54,4,2.59,6370.86,2016-09-07
617,Employee_617,HR,Director,23,52657.17,25,1.98,8986.68,2016-09-08
618,Employee_618,Engineering,Manager,62,54758.1,15,4.25,4565.09,2016-09-09
619,Employee_619,HR,Director,34,82531.48,35,2.37,1494.36,2016-09-10
620,Employee_620,Marketing,VP,30,91197.16,27,1.45,9299.36,2016-09-11
621,Employee_621,Finance,Manager,57,62012.17,28,3.28,4587.05,2016-09-12
622,Employee_622,HR,VP,43,90441.9,11,3.33,1816.31,2016-09-13
623,Employee_623,Finance,Senior,63,97231.57,36,3.86,3023.96,2016-09-14
624,Employee_624,Engineering,Junior,47,113694.12,29,1.96,508.03,2016-09-15
625,Employee_625,Finance,Manager,33,76394.94,22,2.78,4683.01,2016-09-16
626,Employee_626,Finance,Senior,38,62204.71,15,2.13,8531.28,2016-09-17
627,Employee_627,Sales,Senior,35,54950.56,13,1.32,9335.8,2016-09-18
628,Employee_628,Sales,Manager,35,52964.14,9,4.51,9326.02,2016-09-19
629,Employee_629,Operations,VP,55,99995.61,6,3.92,1252.3,2016-09-20
630,Employee_630,Sales,Senior,41,44698.09,36,2.21,3820.54,2016-09-21
631,Employee_631,Finance,Director,32,99354.97,28,3.4,282.29,2016-09-22
632,Employee_632,Marketing,Senior,37,57631.18,2,1.81,8551.65,2016-09-23
633,Employee_633,Finance,VP,52,61295.88,14,4.56,3587.56,2016-09-24
634,Employee_634,Marketing,VP,27,71968.89,35,1.46,6311.17,2016-09-25
635,Employee_635,Marketing,Director,40,60926.91,18,1.02,7148.98,2016-09-26
636,Employee_636,Sales,Senior,58,93639.6,12,3.01,4298.45,2016-09-27
637,Employee_637,HR,VP,25,111266.88,20,3.33,3064.42,2016-09-28
638,Employee_638,Engineering,Manager,25,61851.36,36,3.32,9622.13,2016-09-29
639,Employee_639,Sales,Junior,41,66355.24,26,1.22,9644.88,2016-09-30
640,Employee_640,Sales,Junior,31,71733.58,28,2.26,2894.36,2016-10-01
641,Employee_641,HR,Junior,45,85821.14,19,3.0,4796.25,2016-10-02
642,Employee_642,Engineering,Senior,56,71930.31,24,1.87,9728.44,2016-10-03
643,Employee_643,Finance,Director,47,102745.15,5,4.49,48.68,2016-10-04
644,Employee_644,Operations,VP,58,97932.48,35,1.35,4126.78,2016-10-05
645,Employee_645,Operations,Manager,59,51290.75,1,2.95,1004.58,2016-10-06
646,Employee_646,Finance,Manager,42,85419.36,21,3.77,5091.58,2016-10-07
647,Employee_647,Sales,Senior,61,105406.78,31,2.05,246.7,2016-10-08
648,Employee_648,Engineering,Junior,60,65104.38,15,3.5,4068.98,2016-10-09
649,Employee_649,Sales,Senior,42,69114.7,17,4.32,2206.99,2016-10-10
650,Employee_650,Marketing,Director,31,64439.26,4,1.76,5333.08,2016-10-11
651,Employee_651,Sales,Director,59,64858.49,35,4.67,9959.94,2016-10-12
652,Employee_652,Sales,VP,25,41630.97,29,3.21,8005.36,2016-10-13
653,Employee_653,Finance,VP,41,48433.7,18,2.2,8456.42,2016-10-14
654,Employee_654,Finance,Director,38,76549.47,22,2.72,6352.65,2016-10-15
655,Employee_655,Finance,Director,28,105271.96,33,2.25,415.6,2016-10-16
656,Employee_656,Operations,Director,25,62732.78,12,3.9,2067.98,2016-10-17
657,Employee_657,Marketing,Senior,50,62144.85,28,4.19,9250.65,2016-10-18
658,Employee_658,Finance,Director,35,109030.42,35,4.33,3661.13,2016-10-19
659,Employee_659,Engineering,Manager,24,52834.85,21,4.94,1036.37,2016-10-20
660,Employee_660,Operations,Junior,45,41775.14,35,,7024.05,2016-10-21
661,Employee_661,HR,Director,58,58429.69,8,3.41,2994.58,2016-10-22
662,Employee_662,Engineering,Junior,37,61744.31,38,2.36,2688.57,2016-10-23
663,Employee_663,Engineering,Senior,25,40050.94,18,3.18,9979.77,2016-10-24
664,Employee_664,Finance,Junior,45,72439.17,37,1.16,8581.39,2016-10-25
665,Employee_665,HR,Senior,55,93968.93,5,3.98,4079.38,2016-10-26
666,Employee_666,HR,Manager,51,49280.9,14,2.78,9802.61,2016-10-27
667,Employee_667,Operations,Senior,39,76751.56,19,1.08,6501.13,2016-10-28
668,Employee_668,HR,Senior,40,82918.71,8,1.25,7420.22,2016-10-29
669,Employee_669,Marketing,VP,52,73332.31,31,2.55,315.13,2016-10-30
670,Employee_670,Finance,Director,40,78713.85,3,3.33,1216.05,2016-10-31
671,Employee_671,HR,Director,40,78946.55,17,2.86,6330.85,2016-11-01
672,Employee_672,Operations,Manager,43,58745.44,4,3.48,8990.24,2016-11-02
673,Employee_673,Marketing,Manager,45,104971.65,19,2.92,6237.44,2016-11-03
674,Employee_674,Sales,Director,33,99955.14,22,3.65,1340.25,2016-11-04
675,Employee_675,Sales,VP,51,98798.23,10,1.88,1157.6,2016-11-05
676,Employee_676,Marketing,Director,59,95273.51,36,1.45,8441.86,2016-11-06
677,Employee_677,Operations,VP,52,43500.41,21,3.39,1393.02,2016-11-07
678,Employee_678,Marketing,Manager,57,93521.25,3,2.94,5202.32,2016-11-08
679,Employee_679,Finance,Junior,40,88112.03,28,1.11,371.13,2016-11-09
680,Employee_680,Finance,Manager,57,,33,2.52,806.7,2016-11-10
681,Employee_681,Sales,Manager,51,70701.79,12,1.42,6723.48,2016-11-11
682,Employee_682,HR,Senior,54,80535.87,8,3.13,6891.81,2016-11-12
683,Employee_683,Operations,Senior,39,,30,2.58,3414.69,2016-11-13
684,Employee_684,Sales,Senior,49,89494.48,6,3.45,2156.1,2016-11-14
685,Employee_685,HR,Senior,32,57708.69,3,4.22,8137.1,2016-11-15
686,Employee_686,HR,VP,54,108907.77,18,2.2,2171.03,2016-11-16
687,Employee_687,Finance,Director,38,75875.6,29,4.85,5420.27,2016-11-17
688,Employee_688,Engineering,Junior,27,69883.18,30,3.14,9682.09,2016-11-18
689,Employee_689,Engineering,Manager,25,68457.64,34,3.47,1478.52,2016-11-19
690,Employee_690,Marketing,VP,41,42528.9,20,3.72,9408.76,2016-11-20
691,Employee_691,Finance,Junior,48,72804.61,30,3.67,1828.93,2016-11-21
