sale_id,employee_id,product,region,quantity,unit_price,total_amount,sale_date,customer_rating,discount_percent
339,135,Laptop,West,7,1844.76,11904.79,2023-01-15 02:00:00,5,7.81
340,626,Phone,North,7,1764.41,9999.26,2023-01-15 03:00:00,4,19.04
341,264,Keyboard,South,4,940.94,2980.52,2023-01-15 04:00:00,2,20.81
342,64,Headphones,North,8,851.25,5149.72,2023-01-15 05:00:00,3,24.38
343,491,Laptop,South,7,1132.27,6653.78,2023-01-15 06:00:00,4,16.05
344,647,Laptop,East,2,524.74,928.37,2023-01-15 07:00:00,4,11.54
345,41,Tablet,North,8,151.76,1121.45,2023-01-15 08:00:00,1,7.63
346,296,Keyboard,North,9,1881.49,15991.91,2023-01-15 09:00:00,4,5.56
347,3,Laptop,Central,5,414.06,1960.16,2023-01-15 10:00:00,5,5.32
348,913,Mouse,East,4,436.88,1568.75,2023-01-15 11:00:00,3,10.23
349,706,Phone,Central,4,971.3,2922.06,2023-01-15 12:00:00,2,24.79
350,975,Tablet,South,4,1008.65,4033.79,2023-01-15 13:00:00,4,0.02
351,110,Tablet,South,6,85.95,490.28,2023-01-15 14:00:00,5,4.93
352,221,Laptop,East,4,338.51,1290.26,2023-01-15 15:00:00,2,4.71
353,370,Phone,South,7,787.4,4523.53,2023-01-15 16:00:00,5,17.93
354,368,Tablet,East,7,1383.27,8829.83,2023-01-15 17:00:00,4,8.81
355,436,Monitor,South,5,495.42,2193.97,2023-01-15 18:00:00,4,11.43
356,918,Keyboard,West,5,874.88,4211.67,2023-01-15 19:00:00,3,3.72
357,4,Monitor,North,8,1136.82,8174.19,2023-01-15 20:00:00,1,10.12
358,244,Headphones,West,7,1782.76,12157.35,2023-01-15 21:00:00,5,2.58
359,902,Monitor,East,7,685.84,4160.92,2023-01-15 22:00:00,1,13.33
360,166,Phone,East,6,310.44,1817.01,2023-01-15 23:00:00,1,2.45
361,26,Mouse,West,7,1004.08,5639.72,2023-01-16 00:00:00,2,19.76
362,395,Tablet,North,7,1506.11,9048.86,2023-01-16 01:00:00,2,14.17
363,474,Phone,North,2,264.23,432.81,2023-01-16 02:00:00,5,18.1
364,17,Tablet,Central,2,878.13,1572.56,2023-01-16 03:00:00,1,10.46
365,728,Mouse,South,7,84.68,536.21,2023-01-16 04:00:00,3,9.54
366,92,Tablet,Central,7,115.44,788.2,2023-01-16 05:00:00,1,2.46
367,483,Monitor,North,7,991.76,6032.88,2023-01-16 06:00:00,2,13.1
368,543,Headphones,West,5,631.48,2751.36,2023-01-16 07:00:00,1,12.86
369,205,Laptop,South,1,1697.96,1499.3,2023-01-16 08:00:00,4,11.7
370,502,Mouse,West,2,1224.2,1995.2,2023-01-16 09:00:00,4,18.51
371,931,Monitor,Central,9,935.17,6665.05,2023-01-16 10:00:00,3,20.81
372,400,Phone,East,8,845.47,5494.2,2023-01-16 11:00:00,5,18.77
373,207,Monitor,West,8,1019.63,7863.39,2023-01-16 12:00:00,1,3.6
374,619,Monitor,Central,1,128.86,108.82,2023-01-16 13:00:00,4,15.55
375,146,Laptop,Central,6,1790.95,10529.71,2023-01-16 14:00:00,5,2.01
376,879,Keyboard,Central,9,1996.69,14848.78,2023-01-16 15:00:00,4,17.37
377,101,Tablet,East,8,403.9,2922.62,2023-01-16 16:00:00,5,9.55
378,880,Tablet,East,3,284.75,825.97,2023-01-16 17:00:00,5,3.31
379,830,Phone,East,4,329.98,1035.48,2023-01-16 18:00:00,4,21.55
380,880,Headphones,South,3,1339.0,3400.39,2023-01-16 19:00:00,2,15.35
381,241,Phone,East,6,1339.81,7325.81,2023-01-16 20:00:00,5,8.87
382,923,Keyboard,East,9,1703.45,15213.0,2023-01-16 21:00:00,1,0.77
383,759,Tablet,East,8,1516.06,10499.63,2023-01-16 22:00:00,4,13.43
384,163,Headphones,West,4,926.89,2851.86,2023-01-16 23:00:00,2,23.08
385,884,Phone,East,2,1245.07,2118.86,2023-01-17 00:00:00,4,14.91
386,173,Headphones,South,8,1392.16,8432.03,2023-01-17 01:00:00,3,24.29
387,502,Monitor,Central,8,1049.84,8112.32,2023-01-17 02:00:00,1,3.41
388,547,Mouse,West,6,977.52,5031.69,2023-01-17 03:00:00,3,14.21
389,284,Monitor,North,8,1307.94,8376.05,2023-01-17 04:00:00,5,19.95
390,359,Laptop,East,9,1137.08,8889.01,2023-01-17 05:00:00,5,13.14
391,381,Tablet,Central,1,1305.69,1275.92,2023-01-17 06:00:00,3,2.28
392,870,Headphones,Central,9,1245.07,9572.97,2023-01-17 07:00:00,3,14.57
393,905,Phone,West,2,1452.43,2460.71,2023-01-17 08:00:00,5,15.29
394,972,Mouse,North,1,1303.47,1065.98,2023-01-17 09:00:00,2,18.22
395,911,Phone,South,8,1063.5,6888.93,2023-01-17 10:00:00,1,19.03
396,533,Tablet,Central,8,1379.5,8909.36,2023-01-17 11:00:00,4,19.27
397,820,Headphones,Central,4,926.49,3091.14,2023-01-17 12:00:00,3,16.59
398,163,Headphones,Central,8,521.26,3944.9,2023-01-17 13:00:00,1,5.4
399,609,Monitor,Central,7,52.77,332.04,2023-01-17 14:00:00,4,10.11
400,307,Mouse,West,2,1141.93,1840.79,2023-01-17 15:00:00,4,19.4
401,339,Mouse,North,5,1201.78,4576.38,2023-01-17 16:00:00,3,23.84
402,55,Tablet,Central,4,1945.5,7628.69,2023-01-17 17:00:00,2,1.97
403,983,Headphones,South,3,754.88,1961.4,2023-01-17 18:00:00,2,13.39
404,333,Mouse,South,1,818.56,754.63,2023-01-17 19:00:00,1,7.81
405,127,Mouse,East,5,443.51,2092.7,2023-01-17 20:00:00,1,5.63
406,940,Phone,Central,8,187.54,1310.53,2023-01-17 21:00:00,5,12.65
407,705,Tablet,Central,9,1556.97,11889.8,2023-01-17 22:00:00,2,15.15
408,243,Monitor,Central,7,536.88,3749.14,2023-01-17 23:00:00,1,0.24
409,861,Phone,Central,1,1237.36,995.95,2023-01-18 00:00:00,5,19.51
410,600,Phone,Central,1,1391.16,1105.97,2023-01-18 01:00:00,4,20.5
411,848,Keyboard,South,1,968.91,735.02,2023-01-18 02:00:00,1,24.14
412,409,Laptop,North,2,1758.89,3358.78,2023-01-18 03:00:00,5,4.52
413,503,Keyboard,North,1,915.4,779.37,2023-01-18 04:00:00,2,14.86
414,727,Mouse,East,4,605.57,2163.82,2023-01-18 05:00:00,4,10.67
415,604,Headphones,South,9,1797.23,14821.22,2023-01-18 06:00:00,1,8.37
416,303,Laptop,Central,4,1730.05,5941.68,2023-01-18 07:00:00,2,14.14
417,464,Laptop,North,4,369.88,1190.13,2023-01-18 08:00:00,4,19.56
418,235,Headphones,West,7,100.62,700.25,2023-01-18 09:00:00,3,0.58
419,696,Laptop,West,9,225.47,1537.34,2023-01-18 10:00:00,2,24.24
420,38,Headphones,West,7,608.77,3398.46,2023-01-18 11:00:00,3,20.25
421,139,Laptop,Central,1,1945.91,1580.47,2023-01-18 12:00:00,1,18.78
422,195,Phone,Central,1,1139.11,922.57,2023-01-18 13:00:00,5,19.01
423,527,Tablet,East,4,777.86,2808.7,2023-01-18 14:00:00,1,9.73
424,769,Tablet,East,4,1783.0,5791.9,2023-01-18 15:00:00,2,18.79
425,647,Keyboard,East,1,933.62,843.34,2023-01-18 16:00:00,3,9.67
426,1,Phone,West,6,664.72,3092.14,2023-01-18 17:00:00,3,22.47
427,561,Laptop,Central,2,1885.38,3603.72,2023-01-18 18:00:00,4,4.43
428,96,Monitor,West,5,1706.56,7909.05,2023-01-18 19:00:00,1,7.31
429,713,Headphones,East,8,1695.15,11692.47,2023-01-18 20:00:00,1,13.78
430,413,Phone,Central,3,1048.96,2895.76,2023-01-18 21:00:00,2,7.98
431,538,Laptop,South,9,1589.4,12786.88,2023-01-18 22:00:00,3,10.61
432,855,Tablet,North,7,399.74,2453.72,2023-01-18 23:00:00,2,12.31
433,429,Tablet,North,9,1167.78,8259.82,2023-01-19 00:00:00,2,21.41
434,235,Headphones,East,1,1968.5,1711.02,2023-01-19 01:00:00,3,13.08
435,349,Monitor,West,5,617.37,2807.18,2023-01-19 02:00:00,2,9.06
436,756,Laptop,South,3,1598.99,4500.04,2023-01-19 03:00:00,3,6.19
437,870,Laptop,Central,4,1006.43,3614.29,2023-01-19 04:00:00,2,10.22
438,481,Monitor,West,4,127.62,444.68,2023-01-19 05:00:00,5,12.89
439,839,Monitor,East,7,1537.89,8757.51,2023-01-19 06:00:00,2,18.65
440,396,Monitor,West,8,378.71,2937.88,2023-01-19 07:00:00,2,3.03
441,351,Tablet,East,5,1281.37,6051.91,2023-01-19 08:00:00,5,5.54
442,416,Headphones,North,7,217.05,1375.16,2023-01-19 09:00:00,1,9.49
443,886,Phone,North,3,1896.39,5176.58,2023-01-19 10:00:00,3,9.01
444,916,Monitor,West,3,618.86,1674.82,2023-01-19 11:00:00,4,9.79
445,887,Headphones,South,3,491.61,1182.22,2023-01-19 12:00:00,5,19.84
446,51,Keyboard,Central,4,301.82,1109.49,2023-01-19 13:00:00,1,8.1
447,81,Laptop,East,6,1894.7,9941.49,2023-01-19 14:00:00,2,12.55
448,36,Laptop,Central,5,1438.21,6069.25,2023-01-19 15:00:00,1,15.6
449,67,Mouse,North,8,1496.24,11275.66,2023-01-19 16:00:00,5,5.8
450,641,Keyboard,South,5,1023.84,4199.28,2023-01-19 17:00:00,2,17.97
451,882,Phone,South,5,975.72,4211.21,2023-01-19 18:00:00,1,13.68
452,667,Monitor,Central,2,264.54,469.98,2023-01-19 19:00:00,4,11.17
453,757,Monitor,North,5,1141.69,4553.06,2023-01-19 20:00:00,3,20.24
454,623,Phone,Central,7,531.49,3493.86,2023-01-19 21:00:00,3,6.09
455,680,Tablet,West,2,1955.43,3047.34,2023-01-19 22:00:00,5,22.08
456,481,Keyboard,South,6,1603.33,8270.3,2023-01-19 23:00:00,2,14.03
457,468,Monitor,South,7,855.33,5075.44,2023-01-20 00:00:00,2,15.23
458,142,Mouse,West,5,345.12,1348.04,2023-01-20 01:00:00,3,21.88
459,356,Headphones,North,9,1581.4,11323.46,2023-01-20 02:00:00,1,20.44
460,709,Laptop,South,4,288.0,978.74,2023-01-20 03:00:00,2,15.04
461,471,Keyboard,East,1,419.2,340.26,2023-01-20 04:00:00,4,18.83
462,621,Laptop,East,8,462.47,3299.08,2023-01-20 05:00:00,4,10.83
463,888,Headphones,North,8,1135.94,7844.35,2023-01-20 06:00:00,2,13.68
464,591,Keyboard,West,7,1584.76,10921.37,2023-01-20 07:00:00,2,1.55
465,902,Headphones,Central,8,662.91,5183.96,2023-01-20 08:00:00,3,2.25
466,673,Monitor,North,2,215.11,340.99,2023-01-20 09:00:00,5,20.74
467,439,Phone,Central,3,955.85,2824.82,2023-01-20 10:00:00,3,1.49
468,531,Monitor,North,9,1508.81,13004.89,2023-01-20 11:00:00,5,4.23
469,127,Phone,East,1,482.24,386.27,2023-01-20 12:00:00,4,19.9
470,205,Monitor,West,8,478.85,3829.65,2023-01-20 13:00:00,5,0.03
471,29,Headphones,East,8,1897.09,14105.24,2023-01-20 14:00:00,3,7.06
472,445,Headphones,West,7,1910.6,11421.57,2023-01-20 15:00:00,2,14.6
473,966,Headphones,Central,5,1981.41,8431.89,2023-01-20 16:00:00,5,14.89
474,719,Laptop,North,4,1624.94,5236.86,2023-01-20 17:00:00,3,19.43
475,464,Headphones,South,6,416.96,2185.29,2023-01-20 18:00:00,4,12.65
476,280,Monitor,South,1,463.36,404.33,2023-01-20 19:00:00,5,12.74
477,151,Mouse,West,5,713.44,2920.47,2023-01-20 20:00:00,4,18.13
478,240,Headphones,West,4,670.36,2347.06,2023-01-20 21:00:00,4,12.47
479,266,Mouse,East,4,1915.23,6495.69,2023-01-20 22:00:00,1,15.21
480,694,Phone,South,7,1588.69,8625.32,2023-01-20 23:00:00,5,22.44
481,105,Monitor,East,9,1461.82,11835.48,2023-01-21 00:00:00,3,10.04
482,937,Headphones,Central,8,412.63,2983.15,2023-01-21 01:00:00,5,9.63
483,433,Laptop,South,8,1823.57,14575.43,2023-01-21 02:00:00,5,0.09
484,913,Laptop,Central,5,1664.35,7045.19,2023-01-21 03:00:00,4,15.34
485,497,Phone,North,6,369.1,2198.21,2023-01-21 04:00:00,4,0.74
486,440,Mouse,East,2,1748.78,3056.87,2023-01-21 05:00:00,4,12.6
487,748,Tablet,West,3,580.88,1392.2,2023-01-21 06:00:00,4,20.11
488,685,Laptop,South,5,207.7,895.71,2023-01-21 07:00:00,3,13.75
489,158,Laptop,East,2,1330.8,2482.21,2023-01-21 08:00:00,2,6.74
490,172,Laptop,West,3,1324.92,3193.72,2023-01-21 09:00:00,1,19.65
491,494,Monitor,North,4,235.12,877.09,2023-01-21 10:00:00,4,6.74
492,970,Laptop,South,6,671.76,3291.76,2023-01-21 11:00:00,4,18.33
493,311,Keyboard,Central,5,1985.99,8414.64,2023-01-21 12:00:00,1,15.26
494,403,Headphones,North,4,1372.93,5258.32,2023-01-21 13:00:00,4,4.25
495,669,Phone,West,2,1473.65,2280.33,2023-01-21 14:00:00,2,22.63
496,770,Laptop,South,5,465.19,2209.19,2023-01-21 15:00:00,5,5.02
497,676,Tablet,South,5,203.63,766.26,2023-01-21 16:00:00,1,24.74
498,659,Tablet,North,7,589.96,4122.29,2023-01-21 17:00:00,3,0.18
499,903,Laptop,South,1,535.35,500.07,2023-01-21 18:00:00,1,6.59
500,666,Laptop,West,4,507.36,1927.97,2023-01-21 19:00:00,2,5.0
501,463,Keyboard,North,5,425.87,2121.9,2023-01-21 20:00:00,3,0.35
502,367,Laptop,Central,8,1170.77,7651.22,2023-01-21 21:00:00,5,18.31
503,550,Laptop,North,8,689.8,4561.51,2023-01-21 22:00:00,4,17.34
504,643,Headphones,North,1,1649.67,1322.87,2023-01-21 23:00:00,1,19.81
505,870,Tablet,Central,5,408.7,1912.31,2023-01-22 00:00:00,3,6.42
506,255,Keyboard,West,1,956.02,849.81,2023-01-22 01:00:00,1,11.11
508,450,Keyboard,East,2,989.28,1761.12,2023-01-22 03:00:00,1,10.99
509,95,Tablet,Central,2,158.88,262.37,2023-01-22 04:00:00,3,17.43
510,860,Laptop,West,9,1956.56,14818.01,2023-01-22 05:00:00,2,15.85
511,839,Tablet,South,4,1591.65,6183.88,2023-01-22 06:00:00,3,2.87
512,478,Tablet,Central,3,1005.72,2427.91,2023-01-22 07:00:00,1,19.53
513,683,Keyboard,East,1,218.85,179.41,2023-01-22 08:00:00,5,18.02
514,762,Phone,West,2,1205.27,2015.21,2023-01-22 09:00:00,4,16.4
515,190,Mouse,North,6,1529.59,8821.45,2023-01-22 10:00:00,4,3.88
516,711,Keyboard,West,9,421.9,3542.69,2023-01-22 11:00:00,5,6.7
517,484,Keyboard,West,5,1158.01,5220.89,2023-01-22 12:00:00,1,9.83
518,733,Keyboard,East,4,1637.71,6092.28,2023-01-22 13:00:00,5,7.0
519,536,Monitor,East,5,1548.08,7299.2,2023-01-22 14:00:00,1,5.7
520,756,Phone,South,9,1615.83,11615.07,2023-01-22 15:00:00,3,20.13
521,423,Monitor,South,7,1764.68,10381.26,2023-01-22 16:00:00,2,15.96
522,836,Monitor,Central,8,1878.48,12902.9,2023-01-22 17:00:00,1,14.14
523,640,Keyboard,North,4,840.77,3173.07,2023-01-22 18:00:00,4,5.65
524,605,Mouse,South,8,1159.1,7144.69,2023-01-22 19:00:00,4,22.95
525,812,Keyboard,East,6,1591.79,9094.21,2023-01-22 20:00:00,2,4.78
526,133,Laptop,West,5,1409.42,5646.84,2023-01-22 21:00:00,1,19.87
527,55,Mouse,Central,7,1991.26,10569.81,2023-01-22 22:00:00,2,24.17
528,989,Monitor,South,6,76.67,376.39,2023-01-22 23:00:00,3,18.18
529,510,Tablet,West,3,742.51,1674.66,2023-01-23 00:00:00,2,24.82
530,670,Tablet,West,5,598.0,2503.23,2023-01-23 01:00:00,3,16.28
531,541,Phone,South,9,561.52,4778.76,2023-01-23 02:00:00,4,5.44
532,410,Headphones,North,7,483.93,3214.75,2023-01-23 03:00:00,3,5.1
533,211,Phone,North,4,1432.79,5266.36,2023-01-23 04:00:00,1,8.11
534,666,Mouse,Central,7,215.28,1504.25,2023-01-23 05:00:00,1,0.18
535,293,Monitor,North,5,1496.14,6205.99,2023-01-23 06:00:00,1,17.04
536,987,Mouse,Central,2,1402.18,2615.91,2023-01-23 07:00:00,1,6.72
537,734,Mouse,East,6,539.07,2575.25,2023-01-23 08:00:00,5,20.38
538,115,Tablet,South,7,543.03,3459.86,2023-01-23 09:00:00,3,8.98
539,949,Keyboard,West,8,1276.28,8985.01,2023-01-23 10:00:00,1,12.0
540,670,Laptop,Central,6,1536.23,6992.3,2023-01-23 11:00:00,2,24.14
541,259,Headphones,North,8,1759.15,13221.77,2023-01-23 12:00:00,2,6.05
542,763,Monitor,Central,7,1711.67,9821.39,2023-01-23 13:00:00,5,18.03
543,122,Mouse,Central,2,1931.52,3133.7,2023-01-23 14:00:00,3,18.88
544,299,Headphones,North,6,1183.7,6710.16,2023-01-23 15:00:00,3,5.52
545,775,Mouse,North,9,1821.88,14344.03,2023-01-23 16:00:00,3,12.52
546,381,Tablet,South,6,1626.6,8904.66,2023-01-23 17:00:00,5,8.76
547,561,Laptop,West,4,1794.6,5792.97,2023-01-23 18:00:00,3,19.3
548,889,Tablet,South,7,72.67,429.54,2023-01-23 19:00:00,3,15.56
549,841,Headphones,South,3,1933.51,5110.27,2023-01-23 20:00:00,1,11.9
550,501,Monitor,North,5,973.38,3918.83,2023-01-23 21:00:00,3,19.48
551,297,Mouse,North,1,1606.46,1512.0,2023-01-23 22:00:00,1,5.88
552,362,Laptop,West,3,298.05,725.69,2023-01-23 23:00:00,1,18.84
553,589,Tablet,Central,8,822.09,5154.18,2023-01-24 00:00:00,3,21.63
554,463,Headphones,South,9,579.35,4068.6,2023-01-24 01:00:00,2,21.97
555,438,Tablet,West,9,618.73,4477.69,2023-01-24 02:00:00,4,19.59
556,127,Mouse,South,2,290.35,521.47,2023-01-24 03:00:00,2,10.2
557,197,Mouse,Central,4,1621.24,4892.9,2023-01-24 04:00:00,3,24.55
558,221,Monitor,South,5,68.02,307.82,2023-01-24 05:00:00,3,9.49
559,995,Laptop,East,3,659.39,1662.26,2023-01-24 06:00:00,2,15.97
560,91,Keyboard,West,1,390.1,374.38,2023-01-24 07:00:00,3,4.03
561,411,Tablet,North,6,1198.63,5429.07,2023-01-24 08:00:00,1,24.51
562,8,Mouse,South,2,545.79,899.46,2023-01-24 09:00:00,5,17.6
563,544,Headphones,West,9,555.05,4054.81,2023-01-24 10:00:00,3,18.83
564,468,Tablet,West,1,1002.26,985.82,2023-01-24 11:00:00,3,1.64
565,320,Monitor,South,9,1322.74,9632.06,2023-01-24 12:00:00,2,19.09
566,394,Monitor,North,7,286.54,1617.26,2023-01-24 13:00:00,1,19.37
567,269,Mouse,North,2,392.25,652.78,2023-01-24 14:00:00,2,16.79
568,191,Mouse,South,6,531.99,2958.93,2023-01-24 15:00:00,2,7.3
569,861,Mouse,West,8,1948.81,13682.21,2023-01-24 16:00:00,3,12.24
570,675,Phone,North,2,824.45,1603.39,2023-01-24 17:00:00,1,2.76
571,61,Keyboard,South,5,1218.03,5372.12,2023-01-24 18:00:00,3,11.79
572,438,Mouse,South,6,521.01,2935.37,2023-01-24 19:00:00,3,6.1
573,264,Tablet,South,3,1006.4,2755.62,2023-01-24 20:00:00,3,8.73
574,797,Tablet,West,2,194.53,373.23,2023-01-24 21:00:00,3,4.07
575,95,Phone,North,6,117.75,665.88,2023-01-24 22:00:00,5,5.75
576,553,Phone,West,3,964.03,2836.85,2023-01-24 23:00:00,4,1.91
577,926,Laptop,East,2,827.39,1274.18,2023-01-25 00:00:00,1,23.0
578,470,Headphones,North,1,316.92,274.9,2023-01-25 01:00:00,5,13.26
579,661,Mouse,West,8,1390.82,10022.81,2023-01-25 02:00:00,4,9.92
580,716,Tablet,North,1,1986.16,1720.41,2023-01-25 03:00:00,4,13.38
581,779,Phone,East,5,821.51,3462.25,2023-01-25 04:00:00,4,15.71
582,514,Tablet,Central,6,1267.89,5853.85,2023-01-25 05:00:00,5,23.05
583,690,Tablet,South,3,1927.8,5524.88,2023-01-25 06:00:00,1,4.47
584,937,Phone,West,7,1671.49,10835.77,2023-01-25 07:00:00,2,7.39
585,194,Keyboard,East,2,953.93,1442.53,2023-01-25 08:00:00,4,24.39
586,482,Phone,East,7,1488.1,9450.03,2023-01-25 09:00:00,2,9.28
587,899,Phone,North,2,299.86,596.36,2023-01-25 10:00:00,2,0.56
588,336,Headphones,North,5,1048.6,5049.53,2023-01-25 11:00:00,3,3.69
589,435,Phone,South,7,594.17,4131.74,2023-01-25 12:00:00,2,0.66
590,196,Monitor,North,3,364.27,822.34,2023-01-25 13:00:00,3,24.75
591,855,Phone,West,4,881.25,3279.31,2023-01-25 14:00:00,1,6.97
592,249,Tablet,West,1,305.48,234.94,2023-01-25 15:00:00,1,23.09
593,498,Mouse,West,3,1413.02,3183.53,2023-01-25 16:00:00,3,24.9
594,212,Tablet,Central,9,939.67,7188.48,2023-01-25 17:00:00,1,15.0
595,665,Headphones,West,5,1085.73,5383.59,2023-01-25 18:00:00,4,0.83
596,670,Monitor,North,8,335.43,2628.7,2023-01-25 19:00:00,1,2.04
597,466,Phone,North,2,322.55,567.43,2023-01-25 20:00:00,3,12.04
598,874,Keyboard,West,3,1187.66,3201.34,2023-01-25 21:00:00,4,10.15
599,651,Laptop,East,7,1970.77,11705.39,2023-01-25 22:00:00,2,15.15
600,221,Phone,East,4,237.69,846.46,2023-01-25 23:00:00,2,10.97
601,273,Mouse,East,9,607.18,4188.63,2023-01-26 00:00:00,2,23.35
602,154,Laptop,South,7,1745.45,10584.58,2023-01-26 01:00:00,3,13.37
603,249,Keyboard,Central,1,190.93,157.82,2023-01-26 02:00:00,2,17.34
604,279,Headphones,West,4,1757.98,5456.07,2023-01-26 03:00:00,1,22.41
605,440,Headphones,South,6,1072.36,6198.03,2023-01-26 04:00:00,2,3.67
606,948,Keyboard,East,6,846.12,4785.32,2023-01-26 05:00:00,5,5.74
607,816,Tablet,West,6,653.88,3818.14,2023-01-26 06:00:00,5,2.68
608,276,Keyboard,South,5,629.38,3037.07,2023-01-26 07:00:00,2,3.49
609,514,Phone,North,3,646.32,1690.58,2023-01-26 08:00:00,2,12.81
610,88,Mouse,East,2,1775.37,3265.62,2023-01-26 09:00:00,5,8.03
611,799,Monitor,South,3,1461.4,3920.35,2023-01-26 10:00:00,2,10.58
612,923,Phone,North,9,1355.96,9206.43,2023-01-26 11:00:00,4,24.56
613,642,Phone,East,3,1607.56,4633.63,2023-01-26 12:00:00,5,3.92
614,505,Phone,Central,3,551.37,1430.47,2023-01-26 13:00:00,3,13.52
615,590,Laptop,East,1,1255.18,1224.18,2023-01-26 14:00:00,5,2.47
616,772,Laptop,Central,2,947.13,1743.48,2023-01-26 15:00:00,1,7.96
617,241,Headphones,Central,3,1575.76,4103.75,2023-01-26 16:00:00,4,13.19
618,653,Phone,Central,2,653.05,996.95,2023-01-26 17:00:00,3,23.67
619,740,Tablet,West,8,1304.2,9413.19,2023-01-26 18:00:00,2,9.78
620,675,Headphones,West,6,1770.31,10449.79,2023-01-26 19:00:00,1,1.62
621,236,Mouse,Central,7,834.19,5272.91,2023-01-26 20:00:00,1,9.7
622,128,Keyboard,North,1,179.91,173.36,2023-01-26 21:00:00,4,3.64
623,503,Laptop,Central,6,1056.3,5973.38,2023-01-26 22:00:00,3,5.75
624,200,Phone,South,2,724.65,1225.38,2023-01-26 23:00:00,1,15.45
625,962,Mouse,Central,6,1360.84,8027.05,2023-01-27 00:00:00,3,1.69
626,902,Headphones,West,3,1904.51,5049.62,2023-01-27 01:00:00,3,11.62
627,543,Headphones,West,7,996.94,5915.04,2023-01-27 02:00:00,1,15.24
628,502,Laptop,South,3,959.07,2573.66,2023-01-27 03:00:00,3,10.55
629,650,Headphones,South,9,1326.44,11880.66,2023-01-27 04:00:00,4,0.48
630,492,Tablet,East,3,251.82,569.31,2023-01-27 05:00:00,1,24.64
631,21,Headphones,North,7,544.34,3460.59,2023-01-27 06:00:00,4,9.18
632,234,Monitor,North,4,1842.01,5934.22,2023-01-27 07:00:00,4,19.46
633,714,Keyboard,North,8,1356.39,9967.84,2023-01-27 08:00:00,3,8.14
634,791,Headphones,West,2,76.22,134.33,2023-01-27 09:00:00,3,11.88
635,643,Monitor,North,8,449.02,3243.36,2023-01-27 10:00:00,1,9.71
636,416,Mouse,East,9,1381.53,11369.44,2023-01-27 11:00:00,2,8.56
637,148,Headphones,East,8,1540.58,12256.85,2023-01-27 12:00:00,1,0.55
638,970,Tablet,North,6,1687.73,9215.01,2023-01-27 13:00:00,4,9.0
639,29,Mouse,South,1,619.74,481.91,2023-01-27 14:00:00,3,22.24
640,361,Phone,East,7,1865.51,10804.66,2023-01-27 15:00:00,4,17.26
641,308,Headphones,South,1,1128.25,1087.18,2023-01-27 16:00:00,5,3.64
642,883,Laptop,West,7,1408.25,8400.77,2023-01-27 17:00:00,5,14.78
643,942,Monitor,East,2,1213.64,1885.75,2023-01-27 18:00:00,4,22.31
644,162,Monitor,South,8,289.34,1909.64,2023-01-27 19:00:00,2,17.5
645,869,Laptop,North,2,1928.07,3712.69,2023-01-27 20:00:00,2,3.72
646,852,Keyboard,West,3,289.61,680.29,2023-01-27 21:00:00,1,21.7
647,61,Phone,Central,3,547.02,1517.32,2023-01-27 22:00:00,1,7.54
648,125,Tablet,Central,1,1636.57,1450.82,2023-01-27 23:00:00,1,11.35
649,456,Monitor,North,5,1256.26,5455.31,2023-01-28 00:00:00,3,13.15
650,71,Mouse,West,5,1684.39,6631.44,2023-01-28 01:00:00,2,21.26
651,838,Tablet,West,5,1055.69,4049.1,2023-01-28 02:00:00,4,23.29
652,907,Monitor,West,9,785.14,5424.06,2023-01-28 03:00:00,5,23.24
653,876,Phone,West,6,1847.6,11063.43,2023-01-28 04:00:00,2,0.2
654,466,Keyboard,Central,6,120.69,557.23,2023-01-28 05:00:00,2,23.05
655,243,Phone,South,3,1719.45,5088.2,2023-01-28 06:00:00,2,1.36
656,490,Mouse,West,5,500.09,2334.42,2023-01-28 07:00:00,1,6.64
657,761,Phone,South,7,1705.04,10399.21,2023-01-28 08:00:00,3,12.87
658,221,Tablet,West,3,321.43,848.58,2023-01-28 09:00:00,4,12.0
659,473,Mouse,East,2,1181.43,2005.6,2023-01-28 10:00:00,1,15.12
660,959,Laptop,East,5,1781.81,7840.85,2023-01-28 11:00:00,3,11.99
661,533,Headphones,East,3,973.4,2238.04,2023-01-28 12:00:00,2,23.36
662,494,Laptop,West,5,1505.81,7076.55,2023-01-28 13:00:00,3,6.01
663,899,Tablet,South,9,1619.11,13573.81,2023-01-28 14:00:00,1,6.85
664,82,Headphones,Central,1,1486.16,1144.05,2023-01-28 15:00:00,2,23.02
665,856,Laptop,North,4,1854.39,7275.14,2023-01-28 16:00:00,1,1.92
666,879,Headphones,Central,5,921.33,3904.6,2023-01-28 17:00:00,4,15.24
667,998,Monitor,West,2,387.59,643.09,2023-01-28 18:00:00,2,17.04
668,522,Phone,East,2,143.23,250.25,2023-01-28 19:00:00,3,12.64
669,923,Mouse,East,1,530.6,438.49,2023-01-28 20:00:00,1,17.36
670,12,Headphones,South,8,329.24,2520.13,2023-01-28 21:00:00,5,4.32
671,263,Monitor,West,2,1138.0,1790.76,2023-01-28 22:00:00,3,21.32
672,657,Phone,Central,3,410.64,1188.8,2023-01-28 23:00:00,3,3.5
673,449,Phone,West,2,125.92,226.61,2023-01-29 00:00:00,2,10.02
674,192,Keyboard,West,4,120.18,471.68,2023-01-29 01:00:00,3,1.88
675,762,Laptop,East,1,1671.56,1443.73,2023-01-29 02:00:00,1,13.63
